	SNP	Chromosome	Position	trait1
46	ENSG00000186842	21	33944547	0.338770778543527
47	ENSG00000187952	1	21754795	0.196792967360886
48	ENSG00000188013	17	20492370	0.497113123482793
49	ENSG00000188662	17	48248788	0.0455787807706288
50	ENSG00000189212	7	35119600	0.329971426458335
51	ENSG00000196593	13	24513695	0.730598201362731
52	ENSG00000197083	5	150310206	0.116266879903417
53	ENSG00000197320	7	9765869	0.100501946340383
54	ENSG00000197376	12	48901136	0.7607268524053
55	ENSG00000197670	20	52169308	0.0979661151262813
56	ENSG00000197882	11	86543581	0.833413705139231
57	ENSG00000198106	16	29262828	0.136864830694887
58	ENSG00000198384	13	53063127	0.620640366445625
59	ENSG00000198416	9	39443803	0.0786008420244099
60	ENSG00000198555	16	33778505	0.0210142804201361
61	ENSG00000198857	1	120143962	0.0387811650837068
62	ENSG00000199332	6	31369928	0.562391320119343
63	ENSG00000199476	3	48330076	0.762526115177502
64	ENSG00000199691	20	37390170	0.925937272764243
65	ENSG00000199899	12	113594569	0.144111010705078
66	ENSG00000200033	1	222010675	0.000459114373685866
67	ENSG00000200237	19	9930629	0.279560553656097
68	ENSG00000200253	10	88800994	0.571195869393463
69	ENSG00000200356	10	75038819	0.0230793612410764
70	ENSG00000200525	8	96067441	0.273129814634935
71	ENSG00000200550	2	42939879	0.285904620154245
72	ENSG00000200674	1	173760685	0.0119529681974995
73	ENSG00000201217	3	152167060	0.790340196945547
74	ENSG00000201724	15	100221990	0.596969275359655
75	ENSG00000202198	6	52860417	0.4935697881639
76	ENSG00000202533	5	131803838	0.619341158861653
77	ENSG00000203286	9	3452304	0.201857602369395
78	ENSG00000203307	1	166050419	0.518929940542787
79	ENSG00000203414	10	13198683	0.171222186389108
80	ENSG00000203446	7	40577725	0.0146695975359766
81	ENSG00000203506	3	29657465	0.0573011290070511
82	ENSG00000203635	2	1624281	0.00869976618882331
83	ENSG00000203855	1	120106688	0.122649057332214
84	ENSG00000203886	10	104592477	0.0331306374274427
85	ENSG00000204118	23	72345875	0.113468727488325
86	ENSG00000204136	9	124207268	0.00699444475734232
87	ENSG00000204187	10	44340753	0.694397701357228
88	ENSG00000204789	6	27325603	0.335184606308012
89	ENSG00000204790	9	69204537	0.370782147043202
90	ENSG00000204818	9	44170446	0.84886719794807
91	ENSG00000204837	9	41961614	0.753838542376525
92	ENSG00000205318	6	10633992	0.824862754903414
93	ENSG00000205361	16	56677616	0.574985889033885
94	ENSG00000205414	16	50639986	0.430753740327729
95	ENSG00000205562	14	85991476	0.00472100484132059
96	ENSG00000205879	8	12029710	0.191101450236008
97	ENSG00000206647	2	10295198	0.458303002748045
98	ENSG00000206728	3	23315297	0.00764825193036082
99	ENSG00000206878	1	228788182	0.000131121590115463
100	ENSG00000206965	2	175422693	0.166071589024835
101	ENSG00000207146	23	107920180	0.449308011858291
102	ENSG00000207206	9	84340157	0.530175226264992
103	ENSG00000207770	3	114035321	0.938752206545816
104	ENSG00000209042	20	47895476	0.50682461977885
105	ENSG00000209082	M	3228	0.510266483350544
106	ENSG00000210049	M	574	0.0427961592615065
107	ENSG00000210194	M	14672	0.00035377790482302
108	ENSG00000210195	M	15886	0.740586481922896
109	ENSG00000211694	7	38339411	0.0440910517538902
110	ENSG00000211785	14	22309421	0.000405855112180245
111	ENSG00000211786	14	22314718	0.00240678495603816
112	ENSG00000211802	14	22538819	0.00148657409024702
113	ENSG00000211818	14	22771938	0.849692240939495
114	ENSG00000211898	14	106303098	0.0170638703795794
115	ENSG00000212206	17	8232900	0.172623986867216
116	ENSG00000212237	1	228783658	0.000447115143396079
117	ENSG00000212293	13	32994526	0.0410516021417922
118	ENSG00000213028	1	229824745	0.0599250003699931
119	ENSG00000213070	1	164326003	0.740085088049093
120	ENSG00000213071	6	160874459	0.564449902516071
121	ENSG00000213078	6	157787021	0.0199613217822552
122	ENSG00000213082	2	208546313	0.818661354640572
123	ENSG00000213225	2	130986948	0.163198757878029
124	ENSG00000213250	12	94817519	0.149655381364089
125	ENSG00000213279	22	49965911	0.777151603640251
126	ENSG00000213352	12	63149006	0.0411033897992607
127	ENSG00000213370	4	174554878	0.127509209226728
128	ENSG00000213373	17	41026686	0.00013404787431469
129	ENSG00000213386	5	172189523	0.574078544863674
130	ENSG00000213435	6	42694971	0.103483249639688
131	ENSG00000213519	3	197307214	0.613804594816483
132	ENSG00000213561	1	78509066	0.118993347521024
133	ENSG00000213601	2	190175988	0.0404603345551317
134	ENSG00000213703	1	63106792	0.798073466293449
135	ENSG00000213750	8	98636430	0.763210230086142
136	ENSG00000213754	23	63524926	0.0520331716730417
137	ENSG00000213876	17	7044248	0.726635861605373
138	ENSG00000213938	2	200524273	0.706096255478563
139	ENSG00000213956	5	49928957	0.166533776844226
140	ENSG00000213985	19	20368528	0.371974217750855
141	ENSG00000213997	23	46506028	0.0847866975694962
142	ENSG00000214039	12	130517998	0.723248654087021
143	ENSG00000214073	3	1947334	0.395560003640501
144	ENSG00000214093	22	31955468	0.916239734794583
145	ENSG00000214100	2	130680434	0.908231365007954
146	ENSG00000214121	9	12972841	0.176782851565419
147	ENSG00000214264	11	112051495	0.889398486657848
148	ENSG00000214273	4	190962496	0.190979634159353
149	ENSG00000214280	3	139301769	0.846830589885894
150	ENSG00000214289	3	134070693	0.619287972762197
151	ENSG00000214533	2	65893828	0.88584838599931
152	ENSG00000214553	17	37183529	0.638152189944633
153	ENSG00000214612	20	18485276	0.565560269276073
154	ENSG00000214796	1	202820955	0.0480441831565309
155	ENSG00000214826	12	9570308	0.465538767117311
156	ENSG00000214919	3	155459932	0.716598547039567
157	ENSG00000214955	21	35577355	0.730448514689223
158	ENSG00000214961	23	133406316	0.0727966995414583
159	ENSG00000215105	23	74960540	0.905475851886744
160	ENSG00000215237	9	14993309	0.674354179241815
161	ENSG00000215267	10	5317135	0.117009680452515
162	ENSG00000215333	22	44962844	0.456363498294151
163	ENSG00000215374	8	7159132	0.530096617332577
164	ENSG00000215386	21	17442841	0.0671206343216175
165	ENSG00000215452	20	45042866	0.495141382068787
166	ENSG00000215493	22	20804408	0.232362234229933
167	ENSG00000215559	21	15281894	0.677320872004748
168	ENSG00000215630	5	70498110	0.134271532707904
169	ENSG00000215861	1	144676873	0.355412057892225
170	ENSG00000215878	6	138723721	0.233466561123329
171	ENSG00000215914	1	1631368	0.796844795750267
172	ENSG00000216306	12	95227922	0.940680621591705
173	ENSG00000216624	6	166477778	0.35267966036233
174	ENSG00000216901	6	28143965	0.442157983798221
175	ENSG00000216915	6	27704778	0.149064916340597
176	ENSG00000217159	6	26164299	0.123122761635336
177	ENSG00000217643	2	26045337	0.0146915454102821
178	ENSG00000217646	6	27831839	0.97817894359812
179	ENSG00000217824	6	148888513	0.0219671933114225
180	ENSG00000217862	6	27774852	0.903306137810476
181	ENSG00000218014	6	72294423	0.630056227473239
182	ENSG00000218281	6	26233349	0.292109504359537
183	ENSG00000218358	6	150319154	0.0399978562112124
184	ENSG00000218502	13	99867625	0.812262663411398
185	ENSG00000218582	6	80662721	0.240520300627681
186	ENSG00000218586	7	55001391	0.0468110506784516
187	ENSG00000219565	6	109103328	0.528057914856754
188	ENSG00000219642	6	129478667	0.0662231303692548
189	ENSG00000219682	6	25140211	0.346600424564094
190	ENSG00000219693	9	66544358	0.945585223240656
191	ENSG00000219930	23	135160002	0.103663079111895
192	ENSG00000220154	6	79987821	0.149473450340155
193	ENSG00000220563	6	86369609	0.160382702959613
194	ENSG00000220695	6	100978151	0.649951920530591
195	ENSG00000220771	6	21602358	0.855044474293278
196	ENSG00000220924	4	113606210	0.00570839768480714
197	ENSG00000221299	23	134029783	0.959190166461105
198	ENSG00000221340	1	12629999	0.216458561891469
199	ENSG00000222022	2	238330062	0.000177256222584188
200	ENSG00000222032	2	238337562	0.0167291527452953
201	ENSG00000222057	3	121374321	0.63526255246672
202	ENSG00000222881	17	38547483	0.116607985351395
203	ENSG00000223249	2	190618189	0.403331561106847
204	ENSG00000223254	1	85729978	0.538219477795714
205	ENSG00000223318	2	165752186	0.106991505666324
206	ENSG00000223382	1	31297074	0.200951256480073
207	ENSG00000223414	6	166322289	0.0655283045257965
208	ENSG00000223460	13	29880914	0.0523492138288443
209	ENSG00000223518	15	37090796	0.307066679776176
210	ENSG00000223537	6	109809108	0.0260540308888116
211	ENSG00000223576	13	20415966	0.996806120941913
212	ENSG00000223656	1	100163797	0.924019222768221
213	ENSG00000223723	23	36980268	0.543071448800302
214	ENSG00000223774	1	201862969	0.0275393618498961
215	ENSG00000223930	3	177919837	0.166307175945803
216	ENSG00000223974	7	64011875	0.884057988562058
217	ENSG00000224063	2	187867946	0.00223474349558905
218	ENSG00000224083	9	5096665	0.00804766030103055
219	ENSG00000224106	9	69477880	0.450207916844245
220	ENSG00000224126	17	18580573	0.776731367086322
221	ENSG00000224183	1	25620654	0.0690644268389941
222	ENSG00000224232	2	242417730	0.750255083878689
223	ENSG00000224238	1	119590027	0.779734115827063
224	ENSG00000224239	3	898806	0.722120862561699
225	ENSG00000224245	9	97258556	0.278594771689671
226	ENSG00000224295	11	5539670	0.162512824815289
227	ENSG00000224321	1	16119290	0.501702283836276
228	ENSG00000224367	18	56663965	0.0988708271488179
229	ENSG00000224413	21	47456965	0.153162587671579
230	ENSG00000224419	13	90882637	0.805368285503102
231	ENSG00000224441	15	91475815	0.00195033438285124
232	ENSG00000224460	6	143267183	0.876934742099015
233	ENSG00000224473	10	30692125	0.834827418661996
234	ENSG00000224478	6	159528822	0.919395674492757
235	ENSG00000224479	3	63727968	0.00497045563270541
236	ENSG00000224513	11	3247290	0.0527941032115162
237	ENSG00000224592	1	38512985	0.5188025974796
238	ENSG00000224621	1	16485760	0.854247940727408
239	ENSG00000224635	20	37034657	0.53522267245348
240	ENSG00000224678	1	92580359	0.235162993788542
241	ENSG00000224713	12	58005900	0.140224287831703
242	ENSG00000224763	1	211833530	0.0175322195287949
243	ENSG00000224786	4	123651702	0.656253106975289
244	ENSG00000224796	6	33047227	0.000581884047839905
245	ENSG00000224829	11	77024650	0.369730005478518
246	ENSG00000224854	9	21967136	0.367475851032493
247	ENSG00000224891	2	37375672	0.053206100952953
248	ENSG00000224928	2	219818122	0.315962353035335
249	ENSG00000224936	6	30436658	0.311406097316751
250	ENSG00000224961	20	10733737	0.10239865224255
251	ENSG00000224965	1	110751455	0.0188573140879224
252	ENSG00000225007	22	19654545	0.605049216121876
253	ENSG00000225039	13	30993655	0.234857177967757
254	ENSG00000225062	2	219231387	0.397588662168402
255	ENSG00000225096	6	58291907	0.916116873975197
256	ENSG00000225279	1	160032277	0.386678973202861
257	ENSG00000225308	7	21259831	0.995800258896894
258	ENSG00000225342	12	40579810	0.0328607452705865
259	ENSG00000225355	10	37283950	0.620855855196535
260	ENSG00000225398	2	114299513	0.641697570797813
261	ENSG00000225399	3	49297517	0.247151388051868
262	ENSG00000225408	9	5719020	0.0879220942362166
263	ENSG00000225462	1	187532192	0.238376289484061
264	ENSG00000225472	9	14317083	0.0133452212719618
265	ENSG00000225531	9	109879109	0.017851106356565
266	ENSG00000225544	22	22239620	0.650613844260076
267	ENSG00000225595	6	28827401	0.426217093453961
268	ENSG00000225670	1	159165774	0.0799779324552421
269	ENSG00000225698	14	107198931	0.00355633729314214
270	ENSG00000225704	1	171314227	0.0283129693749254
271	ENSG00000225706	9	8858129	0.33366252543125
272	ENSG00000225731	21	44153703	0.143191280685969
273	ENSG00000225746	14	101403737	0.0194802381033195
274	ENSG00000225792	7	26411763	0.400089366921126
275	ENSG00000225822	3	196158234	0.205247558191787
276	ENSG00000225849	20	45092540	0.772645358655042
277	ENSG00000225868	19	38314361	0.00539056843995641
278	ENSG00000225913	10	89367741	0.661033787122949
279	ENSG00000225936	10	118999110	0.140687643159064
280	ENSG00000225938	1	101701238	0.00974735422050809
281	ENSG00000225945	6	37783552	0.619557710699033
282	ENSG00000226138	12	48478832	0.198967591946244
283	ENSG00000226148	1	202765157	0.617983535228879
284	ENSG00000226155	3	195638919	0.0268702259164456
285	ENSG00000226194	6	169770092	0.90244365343775
286	ENSG00000226197	9	13446489	0.981057367615428
287	ENSG00000226239	20	30615555	0.960303580966251
288	ENSG00000226247	2	75878413	0.502519148197244
289	ENSG00000226252	1	47691468	0.35466289021499
290	ENSG00000226306	5	137136881	0.00480995485369275
291	ENSG00000226342	7	63369343	0.0817829140780599
292	ENSG00000226393	9	21321298	0.440387945623136
293	ENSG00000226409	6	125691356	0.456737564903386
294	ENSG00000226432	5	24170478	0.659885156045193
295	ENSG00000226440	6	112557293	0.0667270927030573
296	ENSG00000226468	7	32496574	5.12827730086556e-05
297	ENSG00000226491	2	43024364	0.0865012368350248
298	ENSG00000226530	23	51139362	0.561817965859062
299	ENSG00000226539	2	224569337	0.0103030709539853
300	ENSG00000226571	6	139592498	0.368661709100894
301	ENSG00000226581	7	63361200	0.100656079317609
302	ENSG00000226738	22	50984843	0.165301311540302
303	ENSG00000226786	6	19535174	0.217410718271619
304	ENSG00000226816	7	23245631	0.0396153544048518
305	ENSG00000226819	2	66653866	0.298078208857996
306	ENSG00000226851	7	111968243	0.530442634565071
307	ENSG00000226889	1	161735114	0.568775934755184
308	ENSG00000226900	10	134325129	0.747051030822602
309	ENSG00000226954	22	50111700	0.0977125354700213
310	ENSG00000226965	7	110072295	0.0363223516994952
311	ENSG00000226982	12	89893869	0.640332456491311
312	ENSG00000227060	23	133684002	0.0079504301408976
313	ENSG00000227070	1	51983980	0.15265468838057
314	ENSG00000227082	1	121138613	0.431722410754774
315	ENSG00000227107	2	238521619	0.703275730148861
316	ENSG00000227117	22	30404730	0.86746238529196
317	ENSG00000227135	1	247687980	0.550974687980388
318	ENSG00000227136	10	80027198	0.986616358318104
319	ENSG00000227141	1	179555839	0.415750544060121
320	ENSG00000227176	2	170933733	0.756342330337655
321	ENSG00000227220	6	132272085	0.49062500498422
322	ENSG00000227260	3	30566236	0.0127302489601771
323	ENSG00000227295	1	158145639	0.397727090903717
324	ENSG00000227374	10	131567107	0.145314793571847
325	ENSG00000227379	20	25348910	0.741051460764084
326	ENSG00000227401	20	34176245	0.671958188717532
327	ENSG00000227404	7	38694804	0.165716796516789
328	ENSG00000227407	19	54941831	0.312497697239381
329	ENSG00000227438	21	47513177	0.00747083597196156
330	ENSG00000227440	3	172546525	0.00312458182516292
331	ENSG00000227449	9	46687461	0.535683978212439
332	ENSG00000227484	22	50753059	0.591396782495027
333	ENSG00000227544	7	35754643	0.00647703104298158
334	ENSG00000227582	9	66516696	0.404350830931096
335	ENSG00000227627	6	153304884	0.441852209425397
336	ENSG00000227692	2	187229324	0.571472621683507
337	ENSG00000227755	22	23788784	0.930449267282609
338	ENSG00000227777	1	168511974	0.77842287866285
339	ENSG00000227888	8	12219526	0.784138884856256
340	ENSG00000227910	7	63385164	0.232541551419521
341	ENSG00000227959	1	16481705	0.581100192976046
342	ENSG00000227972	10	54170894	0.0462935058800927
343	ENSG00000227999	21	45893605	0.888537330514206
344	ENSG00000228039	22	24305941	0.163554221040831
345	ENSG00000228063	1	219259943	0.175077102295538
346	ENSG00000228118	17	69617118	0.715948298142774
347	ENSG00000228168	3	39376469	0.150695700424403
348	ENSG00000228214	3	28616281	0.888065476416232
349	ENSG00000228307	9	36013180	0.688436941836285
350	ENSG00000228314	21	15215453	0.593052932833856
351	ENSG00000228330	10	13184184	0.462868344987707
352	ENSG00000228485	10	120968042	0.187417451569755
353	ENSG00000228499	2	236791005	0.279613877931624
354	ENSG00000228536	1	219583022	0.982854250975515
355	ENSG00000228541	2	62690261	0.21184841933543
356	ENSG00000228549	1	17197439	0.740971057058489
357	ENSG00000228569	7	156225216	0.00726101239499159
358	ENSG00000228629	19	37019219	0.945824851550816
359	ENSG00000228643	2	286418	0.463642688990561
360	ENSG00000228666	6	28936906	0.505820149986969
361	ENSG00000228692	6	164007614	0.643408132066542
362	ENSG00000228695	16	55794459	0.303980397321758
363	ENSG00000228709	21	45905459	0.145724361710332
364	ENSG00000228718	6	2637169	0.000678389498403159
365	ENSG00000228753	10	21317927	0.740529282721211
366	ENSG00000228767	3	35257196	0.360357147110848
367	ENSG00000228791	3	24535577	0.519740478518735
368	ENSG00000228793	6	3594480	0.696876991837517
369	ENSG00000228802	2	224830417	0.718535494442208
370	ENSG00000228962	6	32358286	0.10725042259774
371	ENSG00000228983	17	19483255	0.00300232395346199
372	ENSG00000229017	6	143287557	0.979016754634419
373	ENSG00000229029	9	14593574	0.82247014353889
374	ENSG00000229081	10	134334330	0.0745197792639844
375	ENSG00000229108	7	15728002	0.104424895642964
376	ENSG00000229116	10	44787705	0.676922719829629
377	ENSG00000229151	23	51099795	0.973688332874469
378	ENSG00000229178	3	195382435	0.613128069543134
379	ENSG00000229207	9	34318404	0.265469897417096
380	ENSG00000229230	20	33805811	0.945069894986209
381	ENSG00000229321	2	207731518	0.253558884250682
382	ENSG00000229481	19	38320190	0.00474520783703803
383	ENSG00000229484	1	12587765	0.0352846211558668
384	ENSG00000229498	2	86042252	0.0431114858533568
385	ENSG00000229519	1	6607964	0.0371339858850002
386	ENSG00000229536	2	130626765	0.387221763681123
387	ENSG00000229570	1	120038458	0.128945823627905
388	ENSG00000229585	4	54852753	0.104141453867782
389	ENSG00000229588	1	166304120	0.0768875794309671
390	ENSG00000229590	17	56234388	0.0131757707750369
391	ENSG00000229601	23	70633683	0.354491891166074
392	ENSG00000229715	13	32420977	0.862274082562344
393	ENSG00000229750	2	176032631	0.741342857126506
394	ENSG00000229757	1	168547890	0.857744211737008
395	ENSG00000229782	17	4400688	0.655075166345788
396	ENSG00000229800	13	33051410	0.724159506245223
397	ENSG00000229894	4	166198943	0.89110323998624
398	ENSG00000229927	10	46914150	0.0461684476872323
399	ENSG00000229970	7	8301893	0.0618110497106626
400	ENSG00000230018	10	115242374	0.71096591922574
401	ENSG00000230024	1	219608493	0.112277430146518
402	ENSG00000230061	21	45834472	0.911388371759539
403	ENSG00000230138	1	53832339	0.602535199440707
404	ENSG00000230140	2	101589109	0.244730757897926
405	ENSG00000230147	9	93931866	0.465266522873597
406	ENSG00000230267	16	32114565	0.73513257997074
407	ENSG00000230303	9	88400636	0.474866987546271
408	ENSG00000230360	9	84701069	0.267789250046673
409	ENSG00000230387	20	23168764	0.0773633717324061
410	ENSG00000230393	2	100721380	0.368765945764124
411	ENSG00000230435	7	11446581	0.0475223138729277
412	ENSG00000230478	23	86680585	0.691330751542788
413	ENSG00000230490	13	33929342	0.219204303908888
414	ENSG00000230495	20	17579899	0.20514525628659
415	ENSG00000230528	17	20339649	0.615389767257494
416	ENSG00000230530	3	45720534	0.0111925003049329
417	ENSG00000230533	6	137994596	0.826293349660994
418	ENSG00000230534	10	35386933	0.770367409553795
419	ENSG00000230584	13	79483053	0.1447556897843
420	ENSG00000230587	2	43324883	0.118132823584699
421	ENSG00000230606	2	98081082	0.189040768627479
422	ENSG00000230613	20	30155509	0.769275143289425
423	ENSG00000230641	13	27746395	0.667071959802687
424	ENSG00000230646	2	131185303	0.58489206726881
425	ENSG00000230697	3	20049343	0.213916689257578
426	ENSG00000230712	22	24644041	0.412043446725205
427	ENSG00000230728	1	55087149	0.379894843917321
428	ENSG00000230735	1	90095283	0.00468169515597165
429	ENSG00000230756	2	130970442	0.617072486377286
430	ENSG00000230773	2	48168834	0.63426007596024
431	ENSG00000230838	2	216582765	1.82101529080889e-07
432	ENSG00000230839	20	1784661	0.074803943021266
433	ENSG00000230849	1	173110238	0.650816660629563
434	ENSG00000230927	7	92042289	0.903019282084704
435	ENSG00000230970	3	42744144	0.0155802490667535
436	ENSG00000230987	1	189958699	0.00690656749888715
437	ENSG00000231007	9	89626566	0.0963249658819164
438	ENSG00000231024	2	69927323	0.0235711522115768
439	ENSG00000231066	23	14852597	0.255001122560984
440	ENSG00000231086	22	19112391	0.069487679687545
441	ENSG00000231104	10	119776997	0.866505351621718
442	ENSG00000231121	12	77718420	0.0255423736665137
443	ENSG00000231170	7	95225993	0.0702927487629295
444	ENSG00000231196	1	147762995	0.0717657246066205
445	ENSG00000231246	1	112719855	0.809856698932034
446	ENSG00000231258	17	20487070	0.330320064338648
447	ENSG00000231271	22	24292104	0.295174086586831
448	ENSG00000231310	3	176762648	0.0458296103115302
449	ENSG00000231367	2	38633869	0.441449099706385
450	ENSG00000231426	6	140175986	0.0540941579944372
451	ENSG00000231431	2	132046325	0.0801504626121406
452	ENSG00000231445	2	162933866	0.865493282723849
453	ENSG00000231459	9	27245681	0.194177626770272
454	ENSG00000231465	9	125233636	0.198247070015579
455	ENSG00000231485	1	65532309	0.0452466635284154
456	ENSG00000231518	9	35930008	0.0240391179449988
457	ENSG00000231680	11	64161813	0.0524160456795776
458	ENSG00000231691	1	204246132	0.465868993446921
459	ENSG00000231702	1	943455	0.636770982803387
460	ENSG00000231705	10	134232586	0.980604379058658
461	ENSG00000231715	20	49096303	0.913024023694026
462	ENSG00000231769	6	46064829	0.0809638951876581
463	ENSG00000231829	10	96901681	0.598022202924557
464	ENSG00000231830	23	153562309	0.105054615848016
465	ENSG00000231865	11	116756761	0.077661225933334
466	ENSG00000231868	1	6503093	0.575974623223312
467	ENSG00000231881	6	44041649	0.0125011003213506
468	ENSG00000231967	9	5356311	0.00165373533657028
469	ENSG00000232046	2	66801161	0.620002396874717
470	ENSG00000232053	7	135777672	0.076545614592576
471	ENSG00000232054	23	123414379	0.706114975604603
472	ENSG00000232075	10	65394076	0.187223134506481
473	ENSG00000232093	1	155017666	0.321785840404259
474	ENSG00000232110	10	91043521	0.899853903828633
475	ENSG00000232202	2	43053461	0.875646331917838
476	ENSG00000232311	6	110147724	0.0381882758048955
477	ENSG00000232344	17	17913956	0.0527946155917523
478	ENSG00000232415	7	73473905	0.128599659108396
479	ENSG00000232460	11	121232558	0.675332997194803
480	ENSG00000232491	7	66021202	0.212218057678225
481	ENSG00000232517	5	54104037	0.580591014251428
482	ENSG00000232578	5	93928472	0.0116252808853454
483	ENSG00000232633	5	112658724	0.124802491286771
484	ENSG00000232642	2	24388752	0.545969131795814
485	ENSG00000232679	1	222215046	4.87433280719691e-06
486	ENSG00000232680	19	35923858	0.0472575630209116
487	ENSG00000232706	10	52436502	0.0611323864618652
488	ENSG00000232724	17	73070400	0.0393268533985784
489	ENSG00000232775	22	16157078	0.0106693657242343
490	ENSG00000232780	1	119977078	0.329351136920186
491	ENSG00000232862	1	36545666	0.13450861412997
492	ENSG00000232876	6	135376170	0.0396797521438611
493	ENSG00000232949	7	22629323	0.13731953969886
494	ENSG00000233090	17	15696175	0.284983124303804
495	ENSG00000233117	10	4243332	0.00464807515161984
496	ENSG00000233121	3	13968309	0.410054254906148
497	ENSG00000233158	2	95578176	0.272389753780221
498	ENSG00000233170	8	37604853	0.223622288791631
499	ENSG00000233190	10	32520776	0.947924431247124
500	ENSG00000233214	19	35914963	0.480831858060681
501	ENSG00000233221	2	131588550	0.287183199171969
502	ENSG00000233237	6	72054046	0.525400578512701
503	ENSG00000233334	10	126392193	0.0548853365990013
504	ENSG00000233370	2	110941630	0.8479960297983
505	ENSG00000233388	22	35897907	0.425184783156266
506	ENSG00000233416	2	20806039	0.637925604475756
507	ENSG00000233421	1	16860380	0.893711159248609
508	ENSG00000233514	1	44587824	0.51014755797191
509	ENSG00000233529	6	30913755	0.917952350626027
510	ENSG00000233532	13	107028910	0.000302154625607778
511	ENSG00000233542	1	1944651	0.00128330147160607
512	ENSG00000233589	1	68944811	0.0116635828183746
513	ENSG00000233623	1	10118728	0.42798774408483
514	ENSG00000233626	1	212109590	0.671348443683461
515	ENSG00000233708	1	43352267	0.687920132836905
516	ENSG00000233723	2	58654933	0.534228688391209
517	ENSG00000233766	2	192711264	0.417794829405885
518	ENSG00000233817	9	116381507	0.338171839978116
519	ENSG00000233818	21	37818028	0.000158018337028506
520	ENSG00000233836	19	23945745	0.722307880177919
521	ENSG00000233858	8	49502960	0.0526981023697852
522	ENSG00000233916	6	29675901	0.33831630637584
523	ENSG00000233929	1	16567707	0.0736607124451795
524	ENSG00000233942	7	95101146	0.330359398623777
525	ENSG00000233956	21	34890916	0.15448200345216
526	ENSG00000233966	17	15607545	0.116144175159361
527	ENSG00000234026	10	96987999	0.0434873884288056
528	ENSG00000234080	1	50791802	0.885183039279595
529	ENSG00000234091	10	13771382	0.137784484421644
530	ENSG00000234141	7	7989483	0.0639134521694311
531	ENSG00000234206	6	107831006	0.869144464350186
532	ENSG00000234219	1	207935928	0.95840237876814
533	ENSG00000234235	2	242483817	0.704493305456062
534	ENSG00000234281	2	211189482	0.774727408151187
535	ENSG00000234292	5	90575913	0.860157877620676
536	ENSG00000234336	7	28219940	0.518114555948916
537	ENSG00000234405	23	102752450	0.580281493581249
538	ENSG00000234459	7	89895347	0.728364803533778
539	ENSG00000234504	10	45395061	0.0321154693871249
540	ENSG00000234515	6	32846947	0.777207395881651
541	ENSG00000234535	13	34185103	0.632575146860125
542	ENSG00000234617	3	43391135	0.497465163813748
543	ENSG00000234667	3	49910779	0.942539039376564
544	ENSG00000234699	10	105212602	0.589563756556981
545	ENSG00000234770	8	27417790	0.0036699012737749
546	ENSG00000234806	10	70184316	0.293372953780853
547	ENSG00000234807	1	59250822	0.345862832408273
548	ENSG00000234810	1	56046709	0.676530527043852
549	ENSG00000234998	1	120906608	0.124086575405312
550	ENSG00000235020	10	18523096	0.132375073800944
551	ENSG00000235071	23	16492464	0.00125884443061873
552	ENSG00000235079	1	71514537	0.00629241401588941
